,pros,contras,rates,contras_en,pros_en
1683,"Excelente clima organizacional, valores e grande respeito às pessoas, forte visão estratégica e de longo prazo, autonomia e desafios para os colaboradores.","Pontualmente, em alguns momentos, as análises e planejamentos demandam mais tempo do que a execução em si, passando a percepção de que podemos perder o timing de algumas oportunidades.","5,0","Occasionally, in some moments, the analyzes and planning demand more time than the execution itself, giving the perception that we can miss the timing of some opportunities.","Excellent organizational climate, values ​​and great respect for people, strong strategic and long-term vision, autonomy and challenges for employees."
1684,"Num geral bom ambiente de trabalho e convivência, relacionamento com gerente e supervisores é amistoso, empresa exigente, extrai sempre o seu melhor.","Em datas comemorativa, especialmente Natal todos trabalham sobrecarregados, caixas vendedores, mas reconheço que somente nessa ocasião se torna desgastante o trabalho, num geral consegue-se trabalhar bem e sem maiores intercorrências.","5,0","On commemorative dates, especially Christmas, everyone works overloaded, sales cashiers, but I recognize that only on that occasion does the work become exhausting, in general it is possible to work well and without major complications.","In general, a good work and coexistence environment, the relationship with the manager and supervisors is friendly, a demanding company, always extracting its best."
1685,"Empresa amigável e de renome. Sempre paga os funcionários em dia e dá descontos dos produtos de até 40% para os empregados, o que é muito vantajoso.","Boa empresa para se trabalhar mas é preciso focar mais nos méritos individuais para motivar os funcionários. As metas também são altas e, por isso, em tempos de crise, é dificil alcançar o que foi proposto.","5,0","Good company to work for but need to focus more on individual merits to motivate employees. The goals are also high and, therefore, in times of crisis, it is difficult to achieve what was proposed.","Friendly and renowned company. He always pays his employees on time and gives discounts of up to 40% to his employees, which is very advantageous."
1686,"Reconhecimento com os funcionários e os benefícios que são muito bons, respeito pelo ser humano pelos gestores da empresa. Possibilidade de crescimento.","Como se trata de uma loja de varejo, há uma carga horário muito grande e até exaustiva nas datas comemorativas, o que desmotiva um pouco por não ser pago horas extras e sim, ficar armazenado as horas excedidas em banco de horas.","5,0","As it is a retail store, there is a very large and even exhausting workload on commemorative dates, which is a little discouraging because you are not paid overtime and yes, the hours exceeded are stored in a bank of hours.","Recognition with employees and benefits that are very good, respect for human beings by the company's managers. Possibility of growth."
1687,Respeito ao profissional de maneira geral. Para as pessoas que possuem 100% de disponibilidade de movimentação há muitas oportunidades de crescimento.,"Falta de transparência em algumas informações principalmente quando se fala em mudanças, os envolvidos muitas vezes são os últimos a saber. Falta talvez confiança na maturidade de seus colaboradores.","4,0","Lack of transparency in some information, especially when it comes to changes, those involved are often the last to know. Perhaps there is a lack of confidence in the maturity of its collaborators.","Respect for professionals in general. For people who have 100% movement availability, there are many opportunities for growth."
1688,"empresa com cultura muito forte voltada as pessoas, ambiente agradável e acolhedor, empresa com pessoas bastante motivadas , ambiente de escritorio bastante acolhedor.","empresa com boa cultura, mas com processos lentos, avaliação de desempenho é boa, mas precisa de maior efetivação na realização. Ambiente de lojas bastante atrativo","2,0","company with a good culture, but with slow processes, performance evaluation is good, but needs greater effectiveness in carrying out. Attractive store environment","company with a very strong people-oriented culture, pleasant and welcoming environment, company with very motivated people, very welcoming office environment."
1689,"Empresa boa pra trabalhar sem enxeçao de saco, existe muitas possibilidades de prémios como viagens , conhecer a fábrica que é linda, loja muito organizada.","Tiraram as faxineiras, você que tem que limpar sua parte. Você tem que ajudar na contagem de estoque que é um saco. Tirar nota de troca é muito chato também.","5,0","They took away the cleaners, you have to clean your part. You have to help with the inventory count which sucks. Taking exchange note is very annoying too.","Good company to work for without getting bored, there are many possibilities for prizes such as trips, visiting the factory which is beautiful, a very organized store."
1690,"Empresa incrível, humana, ambiente agradável de se trabalhar. Sempre inovando tecnologias, sendo case de sucesso para vários segmentos, quem trabalha aqui sai com uma aprendizagem muito vantajosa.",Infelizmente existe alguns gestores que não seguem a cultura do grupo. Os gestores precisam ser melhores avaliados quanto a cultura e informações que deviam passar para sua equipe.,"5,0","Unfortunately, there are some managers who do not follow the group's culture. Managers need to be better evaluated regarding the culture and information they should pass on to their team.","Incredible company, human, pleasant environment to work. Always innovating technologies, being a successful case for several segments, those who work here leave with a very advantageous learning experience."
1691,"Uma empresa com valores claros, planos de trabalho bem definidos e oportunidades para todos. As instalações são excelentes, salários compatíveis com o mercado e programa de carreiro claro.",Empresa ainda não aderiu ao home office e horários de trabalho mais flexíveis para as áreas administrativas. A carga horária acaba sendo estendida sempre.,"5,0",The company has not yet adhered to the home office and more flexible work schedules for the administrative areas. The workload ends up being extended all the time.,"A company with clear values, well-defined work plans and opportunities for everyone. The facilities are excellent, salaries compatible with the market and a clear career program."
1692,"Ambiente de trabalho legal, produtos bons, salário com e diferente da maioria das lojas tem benefícios, plano de saúde. Gostei muito de trabalhar lá.",É difícil subir de cargo. As selecoes sao feitas primeiro fora da empreaa. Acho que deveriam fazer primeiro processos seletivos para os funcionários e depois fazer com os de fora.,"4,0",It's hard to move up. Selections are made outside the enterprise first. I think they should do selection processes for employees first and then do it with outsiders.,"Nice work environment, good products, salary with and different from most stores, it has benefits, health insurance. I really enjoyed working there."
1693,"Crescimento profissional. A empresa em si é bastante boa, os funcionários. É preciso trabalhar duro, mas a recompensa vem sempre.",Grande chance para quem quer começarno ramo de beleza. O boticário posssui treinamento constante de seus funcionários e isso gera grande satisfação,"4,0",Great chance for those who want to start in the beauty business. Boticário has constant training for its employees and this generates great satisfaction,"Professional growth. The company itself is pretty good, the employees. You have to work hard, but the reward always comes."
1694,"Melhor empresa do mundo, somos tratados como amigos. É uma pena que não faço mais parte do grupo, pois os benefícios e os artistas que conhecemos na empresa foram muitos.","Não tem pontos negativos, é a melhor empresa pela carga horária, salário e transporte, o o boticário possui ética e trabalha com seus funcionários de forma exemplar.","5,0","It has no negative points, it is the best company for workload, salary and transportation, o boticário has ethics and works with its employees in an exemplary way.","Best company in the world, we are treated like friends. It is a pity that I am no longer part of the group, as the benefits and artists we met in the company were many."
1695,"O ambiente de trabalho , os beneficios , as amizades que são formadas . sempre são dados treinamentos , para os funcionarios estar capacitados.","Muitos chefes sempre pressionando , atrapalhando a fluidez do ambiente de trabalho . dificilmente tem como crescer dentro da empresa.","4,0","Many bosses are always pressing, disturbing the fluidity of the work environment. Hard to grow within the company.","The work environment, the benefits, the friendships that are formed. training is always given, for employees to be qualified."
1696,"Benefícios, bons profissionais e empresa com muito dinheiro para investimentos diversos. Contato com diversos fornecedores e projetos. Peso da empresa no currículo.","Depois da troca de diretoria, a empresa passou a ter um perfil de liderança mais focado em negócio e nada focado em gestão de pessoas. Com líderes arrogantes e mal educados.","3,0","After the management change, the company started to have a leadership profile more focused on business and not focused on people management. With arrogant and rude leaders.","Benefits, good professionals and a company with a lot of money for various investments. Contact with several suppliers and projects. Weight of the company in the resume."
1697,"Treinamento oferecido de boa qualidade, equipe bem dinâmica e de boa interação. Publicidade de boa qualidade o que faz alavanca as vendas e bons resultados","Horário de trabalho muito puxado, mal remuneração nas comissões. O que acaba desistimulando os vencedores, sem muitos benefícios plano de saúde","4,0","Very demanding working hours, poorly paid commissions. What turns off the winners, without many health plan benefits","Good quality training offered, very dynamic team and good interaction. Good quality advertising which leverages sales and good results"
1698,"Ambiente de trabalho é ótimo, você pode e obrigada a trabalhar todos os dias dias bem maquiada e perfumada e isso é ótimo, natal se consegue fazer uma boa comissão","Salário péssimo, cobrança exagerada, não pagam nenhum tipo de benefício, á comissão é baixa pelo tipo de trabalho que temos que exercer dentro da empresa, fazer make nas clientes, limpar vitrines e a loja...","1,0","Lousy salary, exaggerated charges, they don't pay any kind of benefit, the commission is low due to the type of work we have to do within the company, doing make-up on customers, cleaning windows and the store...","The work environment is great, you can and are obliged to work every day well made up and perfumed and that's great, Christmas if you can make a good commission"
1699,"A empresa tem ótimos benefícios, um bom salário, trabalha com ótimos incentivos para alcance de metas. Tem um ótimo plano de carreira e encoraja ao funcionário a correr atrás.","Infelizmente, empresa não está aberta a ouvir funcionários de cargos mais baixos, certas decisões são tomadas sem ter a perspectiva correta dos fatos. Passei e vi pessoas passarem por fatos humilhantes e infelizmente não não tive a quem recorrer para a solução do caso.","3,0","Unfortunately, the company is not open to hearing lower-ranking employees, certain decisions are taken without having the correct perspective of the facts. I passed by and saw people go through humiliating events and unfortunately I had no one to turn to for the solution of the case.","The company has great benefits, a good salary, works with great incentives to reach goals. It has a great career plan and encourages employees to pursue it."
1700,A franquia que trabalho cumpre tudo o que diz. Até hoje aos 29 anos foi e está sendo a melhor empresa que trabalhei não tenho nada a reclamar,A empresa O Boticário ela só tem crescido no ramo de cosméticos como toda empresa existe seus pontos negativos eu não sou muito de vê los até por que eu me sinto feliz,"5,0","The company O Boticário has only grown in the cosmetics business, as every company has its negative points, I don't often see them because I feel happy","The franchise I work for fulfills everything it says. Until today at the age of 29, it was and is being the best company I've worked for, I have nothing to complain about"
1701,"Chances de crescer na empresa. Muito conhecida nacionalmente, dependendo da franquia a comissão é maior. Muitas campanhas de inventivo, como viagens , premios em dinheiro.","Poderia oferecer ao funcionário, mais benefícios assistências. Não trocar o funcionário de um ambiente de trabalho para o outro. Poderia pagar horas extras.","3,0",It could offer the employee more assistance benefits. Do not switch employees from one work environment to another. Could pay overtime.,"Chances to grow in the company. Very well known nationally, depending on the franchise the commission is higher. Many incentive campaigns, such as trips, cash prizes."
1702,"Empresa oferece uma série de benefícios ao funcionário, o que a torna competitiva frente a outras companhias. Para quem tem filhos as oportunidades são ótimas para as crianças serem bem cuidadas. A empresa valoriza a família, oferece visitas e incentiva o funcionário a ter um bom planejamento da agenda, para ter um dia produtivo no trabalho e poder passar tempo de qualidade com a família.","Ambiente pouco diverso dentro do corporativo, falta de abertura para algumas propostas mais inovadoras. Falta de trabalho em equipe entre áreas que fazem coisas parecidas.","4,0","Little diverse environment within the corporate, lack of openness to some more innovative proposals. Lack of teamwork between areas that do similar things.","The company offers a series of employee benefits, which makes it competitive with other companies. For those with children, opportunities are great for children to be well cared for. The company values ​​the family, offers visits and encourages the employee to have a good agenda planning, to have a productive day at work and be able to spend quality time with the family."
1703,"A empresa em geral valoriza o funcionário, em bonificações e proporciona um área de trabalho excelente, transparência em seus resultados nos lucros e visão futura","Má preparação de alguns gestores, falta de oportunidades de crescimento dentro de alguns setores. Assim como toda empresa em grande expansão, o trabalho é sobre pressão.","4,0","Bad preparation of some managers, lack of growth opportunities within some sectors. As with any rapidly expanding company, work is under pressure.","The company generally values ​​the employee, in bonuses and provides an excellent work area, transparency in its results, profits and future vision"
1704,"A empresa oferece bons benefícios , tem uma ótima cultura organizacional o que proporciona um clima ótimo para se trabalhar e dependendo da área em que se trabalha a oportunidade de crescimento.","como é uma empresa multicanal as vezes falta integração entre os setores na parte de comunicação de promoções e mecânica das promoções , atraso com envio de produtos de promoção, etc .","4,0","as it is a multichannel company, sometimes there is a lack of integration between the sectors in terms of communication about promotions and promotions mechanics, delays in sending promotional products, etc.","The company offers good benefits, has a great organizational culture which provides a great climate to work in and depending on the area in which you work, the opportunity for growth."
1705,Produtos de qualidade facil aceitaçao no mercado empresa conceituada sendo do grupo da boticario tornou se uma empresa com mais aceitaçao e sendo asim tudo para prosperar,No momento nao vimos ponto negativo embora nao observamos mais que venhamos observa para que uma empresa bem conceintuada nao ter uma queda de negatidade sendo assim contamos com o seu progresso,"5,0","At the moment we have not seen a negative point, although we do not observe it any more than we are observing so that a well-regarded company does not have a drop in negativity, so we count on its progress","Quality products, easy acceptance in the market, a reputable company belonging to the Boticario group, it has become a company with more acceptance and, therefore, everything to prosper"
1706,"Tratamento da empresa com os funcionários é ótimo, sempre busca entregar mais do que outras empresas e o funcionário sempre está feliz. Ótimo lugar","O crescimento acelerado da empresa torna algumas entregas estressantes, entretanto a remuneração é boa e compensa. É necessário mais recursos para atender as demandas.","4,0","The company's accelerated growth makes some deliveries stressful, however the remuneration is good and compensates. More resources are needed to meet the demands.","The company's treatment of employees is great, it always seeks to deliver more than other companies and the employee is always happy. great place"
1707,"E uma empresa legal, tem bastante benefícios e aprende muitas coisas legais. Dependendo da loja e da gerente vc podé aprender bastante até subir de cargo","Como eu fui jovem aprendiz, enão eu recebi pouco e fiquei na pior loja com a pior gerente e não aprendi nada, se não fosse pela equipe que é mt boa eu não teria aprendido o básico. Fiquei 10 meses na loja e nunca vi a loja bater meta é nem se quer a gerente cobrava.","3,0","As I was a young apprentice, I received little and I stayed in the worst store with the worst manager and I didn't learn anything, if it weren't for the team, which is very good, I wouldn't have learned the basics. I stayed in the store for 10 months and I never saw the store reach its goal, and the manager didn't even charge me.","It's a cool company, it has a lot of benefits and you learn a lot of cool things. Depending on the store and the manager, you can learn a lot until you move up in position"
1708,"Reconhece o funcionário, tratamento digno. Preocupados com a satisfaçao de seus colaboradores, inúmeros treinamentos e engajamento para o conhecimento e melhoramento de condições de trabalho. Cuidado com seus colaboradores lembrando de seus filhos e familiares, faz com que todos se sintam donos do negócio",Necessidade de reconhecimento de cargos semelhantes e com diferença enorme de compensação financeira e premiações. Benefícios necessitam de melhorias como plano de saúde e odontológico,"4,0",Need for recognition of similar positions and with a huge difference in financial compensation and awards. Benefits need improvement such as health and dental plan,"Recognizes the official, dignified treatment. Concerned with the satisfaction of its employees, numerous training and engagement for knowledge and improvement of working conditions. Take care of your employees, remembering your children and family, it makes everyone feel like they own the business"
1709,"As pessoas que trabalham no grupo a mais tempo amam a empresa, os benefícios são maravilhosos, o orgulho de trabalhar em uma empresa conhecida é muito bom.","Cobrança excessiva por resultados, ambiente pesado de competitividade, cultura de cada um por si e Deus para todos. Pessoas sentem sempre cansaço físico e emocional.","3,0","Excessive demands for results, a heavy competitive environment, a culture of each one for himself and God for all. People always feel physical and emotional fatigue.","The people who have worked in the group the longest love the company, the benefits are wonderful, the pride of working in a well-known company is very good."
1710,"Produtos com Desconto, acesso a novidades da empresa, fragrâncias agradáveis. Os pontos positivos de se trabalhar lá são voltados aos produtos em específico.","Gestores inexperiente, coerção para atingimento de metas altíssimas, hora extra obrigatória, poucos funcionários gerando acúmulo de função, processo seletivo interno somente com QI.","2,0","Inexperienced managers, coercion to reach very high goals, mandatory overtime, few employees generating accumulation of function, internal selection process only with IQ.","Discounted products, access to company news, pleasant fragrances. The positive points of working there are focused on the products in particular."
1711,"Salario com bons benefícios, empresa de grande porte, colegas comprometidos em bater meta, desconto funcionário, horário flexivel conforme necessidade.","Gerentes com mentalidades pequenas, pouco interessados na equipe de modo individual, nenhum contato com departamentos na matriz na qual possa conversar sobre erros ou problemas internos.","4,0","Small-minded managers, little interest in the individual team, no contact with departments in the headquarters where they can talk about mistakes or internal problems.","Salary with good benefits, large company, colleagues committed to hitting goals, employee discount, flexible hours as needed."
1712,"Beneficios, ambiente de trabalho, salarios, descontos em produtos, cursos, folga no dia do aniversario. Festa de final de ano e voucher para comprar.","Gestores mal treinados, precisa ter mais cursos antes de promover alguem. Muitas vezes, promovem sem merecimento e por politicagem. Meritocracia nao funciona.","5,0","Badly trained managers, need to take more courses before promoting someone. Often, they promote without merit and for politics. Meritocracy doesn't work.","Benefits, work environment, wages, product discounts, courses, birthday off. End of year party and voucher to buy."
1713,"ótima empresa para trabalhar com pessoas jovens, ativas, muitas idéias bacanas e muitos projetos desafiadores. com certeza o crescimento profissional é grande trabalhando no grupo.",Classifico o grupo com o comportamento e cultura bem parecido com a ambev. A questão da cultura agressiva não é escancarada porém nas ações e dia a dia é que são percebidas.,"4,0","I classify the group with behavior and culture very similar to Ambev. The issue of aggressive culture is not wide open, but in actions and day to day it is perceived.","great company to work with young, active people, lots of cool ideas and lots of challenging projects. professional growth is certainly great working in the group."
1714,"Porque é uma empresa grande e respeitada por muitos, se aprende trabalhando nela, conhece muitas pessoas na empresa e tem uma variedade de escolhas",O salário não é bom pro tempo de trabalho e as pessoas que trabalham na empresa nem sempre é qualificada pro seu trabalho e tem confusões por isso.,"2,0",The salary is not good for the working time and the people who work in the company are not always qualified for their work and there is confusion about it.,"Because it is a big company and respected by many, you learn by working there, you know many people in the company and you have a variety of choices"
1715,"Benefícios. Produto. Marketing. Indústria super equipada. Muitos lançamentos. Treinamento. PLR. Varias empresas no mesmo grupo, dando a facilidade do colaborador alterar sua .moradia","Nao reconhecem o funcionário se nao fizer parte da ""panelinha"". As pessoas nao tem qualificações para estarem em cargos de liderança porem por conhecerem o superiores acabam ficando...","4,0","They do not recognize the employee if he is not part of the ""little group"". People do not have the qualifications to be in leadership positions, but because they know their superiors, they end up becoming...","Benefits. Product. Marketing. Super equipped industry. Many releases. Training. PLR. Several companies in the same group, making it easy for employees to change their home"
1716,"Te dão meios de aprendizagem e de se desenvolver, produtos atrativos e salário okay. Investem em treinamento e te dão algum suporte quando preciso","Tratam as pessoas como números, vc só é bom enquanto está dando lucro se vc se ausenta por algum motivo você não serve mais. Falta muito ter um lado voltado a pessoas","1,0","They treat people like numbers, you're only good while you're making a profit if you're absent for some reason, you're no longer useful. There's a lot missing to have a people-oriented side","They give you the means to learn and develop, attractive products and an okay salary. They invest in training and give you some support when you need it"
1717,"bem estar do funcionário , qualidade do ambiente, comunicação interna entre departamentos , plano de carreira e visibilidade no mercado de trabalho","falta de benefícios, a empresa não oferece bônus e participações nos lucros. O plano de saúde tem co participação e as ferias precisam ser tiradas quando eles querem","4,0","lack of benefits, the company does not offer bonuses and profit sharing. The health plan has co-participation and vacations need to be taken when they want","employee well-being, quality of the environment, internal communication between departments, career plan and visibility in the job market"
1718,"Excelente ambiente para crescimento profissional , excelente pacote de benefícios como alimentação, seguro saúde, . Exige alta performance dos funcionários mas possui recompensas .",Lá você trabalha muito. Então tem que estar disposto a dar tudo de si. Mas os líderes recebem bem as críticas e você pode tirar dias de folga com seu banco de horas.,"5,0","There you work a lot. So you have to be willing to give it your all. But leaders take criticism well, and you can take days off with your hour bank.","Excellent environment for professional growth, excellent benefits package such as food, health insurance,. Demands high performance from employees but has rewards."
1719,Os salários e os benefícios são atraentes e supri os das empresas do mesmo ramo na região. A empresa segue o código de conduta e a cultura é de harmonia.,As folgas para o operacional é de apenas 1 dia por semana.,"4,0",The days off for the operative is only 1 day a week.,Salaries and benefits are attractive and match those of companies in the same field in the region. The company follows the code of conduct and the culture is one of harmony.
1720,"Organização Marketing influenciados A preocupação com a satisfação do cliente e funcionários, incentivos, treinamentos, conhecimento, qualidade","Algumas ações inviaveis Preços estão mais elevados que os preços da concorrência, muita mudança no portifólio, poucas promoções para se desfazer portfólio antigo","5,0","Some unfeasible actions Prices are higher than the prices of the competition, a lot of changes in the portfolio, few promotions to dispose of the old portfolio","Organization Marketing influenced Concern for customer and employee satisfaction, incentives, training, knowledge, quality"
1721,"Benefícios atrativos, salário compatível com a função, clima organizacional agradável, diversas oportunidades internas recorrentes, empresa em franca expansão","Apesar de possuir uma estrutura interna de processos de recrutamento interno muito robusta, em alguns momentos deixa a deseja na aplicação de feedback nos que casos em que o candidato não se encaixa no perfil buscado.","5,0","Despite having a very robust internal structure of internal recruitment processes, at times it leaves something to be desired in the application of feedback in cases where the candidate does not fit the profile sought.","Attractive benefits, salary compatible with the function, pleasant organizational climate, several recurring internal opportunities, company in full expansion"
1722,"Ambiente de trabalho, clima amistoso, bons benefícios, proximidade de alguns gestores, estrutura da empresa é muito boa, investimento em tecnologia.","Turno 6x1. Pressão excessiva, burocracia em processos simples, excesso de emails, organização de folgas e feriados, cobrança por metas que não dependem exclusivamente do colaborador.","3,0","Shift 6x1. Excessive pressure, bureaucracy in simple processes, too many emails, organizing days off and holidays, demanding goals that do not depend exclusively on the employee.","Work environment, friendly atmosphere, good benefits, proximity to some managers, company structure is very good, investment in technology."
1723,"Ótimos benefícios, os cursos e treinamentos são constantes, que deixam os funcionários bem treinados e aptos para as funções . Uma boa empresa .","As seleções internas, são muito demoradas, e abre externas e internas junto , o que acaba sendo um pouco desleal com os funcionários mais antigos.","4,0","The internal selections take a long time, and open external and internal together, which ends up being a little disloyal with older employees.","Great benefits, courses and training are constant, which leave employees well trained and ready for their duties. A good company."
1724,"Tem chances de alcançar salário maior devido comissão ,te oferece boas oportunidades de trabalho e marketing, Boa procura nas lojas e metas alcançável","Algumas vezes dar brinde de graça pra quem você sabe qur não e cliente da loja cansa o vendedor,comissão poderia ser maior,deveria ter melhores cursos para gerência assim valorizando mais o consultor","4,0","Sometimes giving a free gift to someone you know who is not a customer of the store makes the seller tired, the commission could be higher, there should be better courses for management, thus valuing the consultant more","Has a chance of achieving a higher salary due to commission, offers you good job and marketing opportunities, good demand in stores and achievable goals"
1725,"Ótima empresa, adorei trabalhar. Recomendo sempre. Saí pois estava estudando e precisava de mais tempo para dedicar aos estudos. Mas, se um dia puder voltar, voltarei.","Meta alta, como em todas empresas de grande porte. Só os consultores trocam demais, e, colocam consultores com pouca experiência e eles acabam piorando tudo.","5,0","High goal, as in all large companies. Only consultants change too much, and they put consultants with little experience and they end up making everything worse.","Great company, I loved working there. I always recommend. I left because I was studying and needed more time to dedicate to my studies. But if one day I can go back, I will."
1726,"Empresa integra que investe na capacitação de seus colaboradores, permitindo que as metas e desafios propostos pela empresa sejam alcançados","Embora seja uma empresa de grande porte não oferece muitas perspectivas de crescimento, limita o profissional em se desenvolver um plano de carreira.","5,0","Although it is a large company, it does not offer many perspectives for growth, it limits the professional in developing a career plan.","Integrated company that invests in the training of its employees, allowing the goals and challenges proposed by the company to be achieved"
1727,"Benefícios proporcionados pela empresa, flexibilidade de horário de trabalho, confiança, plano de carreira, marca com grande valor no mercado.","Somente salário fixo e premiação sem a loja bater meta (não existe comissão), loja que vende mais ou menos as gerentes ganham o mesmo salário.","4,0","Only a fixed salary and rewards without the store hitting the target (there is no commission), store that sells more or less the managers earn the same salary.","Benefits provided by the company, flexible working hours, confidence, career plan, brand with great market value."
1728,"Empresa familiar, para os efetivos os beneficios sao bons, como desconto nos produtos e vale creche para os filhos. A empresa tem Marcas de qualidade","Estagiário não é efetivado, é usado como mão de obra mais barata que analistas. Contrato para algumas areas dura apenas um ano e informam isso apenas quando está ao final desse um ano.","5,0","Interns are not hired, they are used as cheaper labor than analysts. Contract for some areas lasts only one year and they only inform you when it is at the end of that year.","Family business, the benefits are good for employees, such as discounts on products and daycare vouchers for their children. The company has Quality Marks"
1729,Os produtos são de ótima qualidade e gostaria muito de crescer junto a empresa visando um bom conhecimento com os produtos e com a empresa na qual me orgulharia em estar junto a ela.,Não tenho pontos negativos pois sou pessoa muito positiva e no momento não ha do que me aqueixar meu ponto de negatividade não existe somente isso.,"5,0",I have no negative points because I am a very positive person and at the moment there is nothing to complain about. My negative point does not exist only that.,"The products are of excellent quality and I would very much like to grow with the company, aiming at a good knowledge of the products and the company in which I would be proud to be with it."
1730,"Empresa ótima pra quem quer aprender sobre perfumes cosméticos e maquiagens, muitos treinamentos, viajem no fim do ano e confraternizações","não tem horário fixo , trabalhava uma semana de manhã e outra a tarde o que empedia que pudesse estudar , falta de administração pra resolver conflitos internos","4,0","There is no fixed schedule , I worked one week in the morning and another in the afternoon , which prevented me from studying , lack of administration to resolve internal conflicts","Great company for those who want to learn about perfumes, cosmetics and makeup, lots of training, travel at the end of the year and get-togethers"
1731,"Foi muito bom ter sido uma revendedora dessa empresa ,o tempo que fiquei foi muito satisfatório ,os lucros são muito bons ,tive muitas clientes produtos excepcionais .","Infelizmente tive que sair pois acho que já fiz a minha parte nela, bom ,incluindo algumas reclamações sobre algumas clientes ter feito pedidos pela revista e no dia ele ñ chegar por falta de estoque, muito constrangedor.","3,0","Unfortunately I had to leave because I think I've done my part in it, well, including some complaints about some customers ordering through the magazine and on the day it didn't arrive due to lack of stock, very embarrassing.","It was great to be a reseller of this company, the time I stayed was very satisfactory, the profits are very good, I had many customers with exceptional products."
1732,"Ambiente dinâmico, autônomia para todos que buscam, reconhece bem quem faz a diferença e, diferente das demais empresas, não possui processos engessados.","Para quem gosta de processos mais engessados a empresa poderá não ser o melhor ambiente, esse dinamismo pesa negativamente para pessoas menos dinâmicas.","4,0","For those who like more rigid processes, the company may not be the best environment, this dynamism has a negative impact on less dynamic people.","Dynamic environment, autonomy for all who seek, recognizes who makes the difference and, unlike other companies, does not have rigid processes."
1733,"Legal que o ambiente é super descontraído, não tem exigências quanto as vestimentas, paga bem e dá muitos benefícios mesmo para o estagiário (ex: estacionamento)","Pouca autonomia, quase não tem plano de desenvolvimento para o estagiário, horário muito rígido/pouco flexível, estagiário não tem muita voz.","3,0","Little autonomy, there is almost no development plan for the intern, very rigid/little flexible hours, the intern does not have much say.","Nice that the environment is super relaxed, there are no requirements regarding clothing, pays well and gives many benefits even for the intern (e.g. parking)"
1734,"Participação nos lucros, assistência médica e odontológica, auxílio farmácia, vale refeição e alimentação, desconto nos produtos da marca, salão sempre pontual.","Gestores não muito preparados, colaboradores mal posicionados e fora da sua área de trabalho, aumento de salário e transição de cargo demorados.","4,0","Not very prepared managers, poorly positioned employees outside their work area, salary increase and time-consuming job transition.","Profit sharing, medical and dental care, pharmacy aid, meal and food vouchers, discount on branded products, salon always on time."
1735,"Empresa muito boa, muitos benefícios. Organização, pagamento pontual e respaldo para os funcionários. Isso o escritório. A parte de loja deixa muito a desejar principalmente á supervisão.","supervisão amadora e mesquinha. Enxerga o funcionário como número apenas. É extremamente rude com os funcionários , colocando os mesmos em situações frustrantes.","3,0","amateurish and petty supervision. See the employee as just a number. He is extremely rude to employees, putting them in frustrating situations.","Very good company, many benefits. Organization, timely payment and support for employees. That's the office. The store part leaves a lot to be desired, especially in terms of supervision."
1736,"É uma ótima empresa pra começar a trabalhar, tem uma boa estrutura e organização de carreira. E os benefícios são ótimos! Vale a pena trabalhar lá. Ótima experiência.",Lá você trabalha muito. Então tem que estar disposto a dar tudo de si. Mas os líderes recebem bem as críticas e você pode tirar dias de folga com seu banco de horas.,"4,0","There you work a lot. So you have to be willing to give it your all. But leaders take criticism well, and you can take days off with your hour bank.","It's a great company to start working for, it has a good structure and career organization. And the benefits are great! It's worth working there. Great experience."
1737,o cuidado que a marca tem com os colaboradores e com os consumidores os produtos são sensacionais 👏👏🏆🏆,"as franquias deveriam seguir o mesmo padrão. ex:salarios,comissões,assistências médicas e vales refeições. Todas as franquias deveriam dar para os colaboradores e isso b não acontece.","5,0","deductibles should follow the same pattern. ex: wages, commissions, medical assistance and meal vouchers. All franchises should give to employees and that doesn't happen.",the care that the brand has with employees and consumers the products are sensational 👏👏🏆🏆
1738,Empresa de grande porte no mercado. Benefícios atrativos. Facilidade de reconhecimento profissional. Possibilidade de crescimento dentro da empresa,"Sistema de franquias, que não atendem de maneira padronizado, a diferença salarial entre as marcas de um mesmo grupo, a falta de disponibilidade de vagas entre os setores da indústria e administrativo","4,0","Franchising system, which does not serve in a standardized way, the salary difference between the brands of the same group, the lack of vacancies between the industrial and administrative sectors",Large company in the market. Attractive benefits. Ease of professional recognition. Possibility of growth within the company
1739,"Cultura, ambiente de trabalho, desafios, oportunidades de carreira e reconhecimento do trabalho através de meritocracia. Sentimento de dono (empreendedorismo) valorizado no dia a dia.","Não tenho avaliações negativas sobre a empresa. É um empresa extremamente humana, preocupada com seus funcionários e possibilita um ambiente muito saudável de crescimento profissional.","5,0","I have no negative reviews about the company. It is an extremely humane company, concerned with its employees and provides a very healthy environment for professional growth.","Culture, work environment, challenges, career opportunities and recognition of work through meritocracy. Feeling of ownership (entrepreneurship) valued in everyday life."
1740,"Ótimo Clima organizacional, bons benefícios, empresa grande e sólida no mercado em que atua, bons resultados financeiros mesmo em ano de crise. Trabalho por uma causa.","Salário abaixo da expectativa, não possui PLR e plano de carreira claro. Poderia ter plano de carreira e investimento em treinamentos e capacitação de funcionários.","4,0","Salary below expectations, no PLR and clear career plan. It could have a career plan and investment in training and qualification of employees.","Great Organizational climate, good benefits, large and solid company in the market in which it operates, good financial results even in a year of crisis. I work for a cause."
