,pros,contras,rates,contras_en,pros_en
2764,Direitos trabalhistas em dia. Sempre solícitos.,Me senti muito bem na empresa. Nada contra.,"5,0",I felt very good at the company. Nothing against.,Labor rights up to date. Always solicitous.
2765,O programa de desconto de até 80% de desconto na faculdade. As oportunidades de crescimento de cargo dentro da empresa.,Pagar um salário mínimo a operadores do telemarketing e ter todos os salários dos outros cargos bem baixos comparado a outras empresas do mesmo ramo,"3,0",Paying a minimum wage to telemarketers and having all salaries for other positions very low compared to other companies in the same field,The discount program of up to 80% off college. Opportunities for career growth within the company.
2766,"Horário de trabalho flexível, salário razoável","Área Administrativa (pessoal ), muito ruim, falta de flexibilidade em relação problemas pessoais dos funcionários,","2,0","Administrative Area (personnel), very bad, lack of flexibility regarding personal problems of employees,","Flexible working hours, reasonable salary"
2767,o tempo que trabalhei na empresa nunca atrasou o salário.,A empresa tem gestores incompetentes e despreparados que visam apenas o lucro em nenhum momento se importando com o bem estar e saúde dos funcionários.,"2,0",The company has incompetent and unprepared managers who aim only at profit at no time caring about the well-being and health of employees.,The time I worked at the company never delayed the salary.
2768,"Reconhecimento, trabalho em equipe","Não podemos expôr opiniões se não somos taxados de reativos principalmente pela coordenação que demite ao invés de desenvolver o funcionários, cobranças excessiva , metas imbatível , gerente que não conhece a operação, salario do supervisor é triste","2,0","We cannot express opinions if we are not labeled as reactive mainly for the coordination that fires instead of developing employees, excessive demands, unbeatable goals, a manager who does not know the operation, the supervisor's salary is sad","Recognition, teamwork"
2769,"pagamento no dia correto,vários incentivos,desconto em alguns lugares","infelizmente péssima gestão, erros gerados pelo sistema na folha de pagamento (por exemplo,faltas que não existe) e ao reivindicar existe uma demora muito grande na resolução ou simplesmente o problema não é resolvido.comigo não foi resolvido ,e com muitos colegas do site onde eu trabalhei,também não","2,0","unfortunately bad management, errors generated by the system in the payroll (for example, absences that do not exist) and when claiming there is a very long delay in the resolution or simply the problem is not solved. with me it was not solved, and with many colleagues on the site where I worked, no","payment on the correct day, several incentives, discounts in some places"
2770,"Oportunidade de crescimento, ambiente laboral e",Uma nova.cultura sem apoio e incentivos aos empregados e campanhas motivacionais,"5,0",A new culture without employee support and incentives and motivational campaigns,"Opportunity for growth, work environment and"
2771,"os salários. São pagos em dia, o plano de saúde e razoável, e não há preconceito na empresa","Muita pressão, com os horários e com as metas!","5,0","A lot of pressure, with schedules and goals!","the wages. They are paid on time, the health plan is reasonable, and there is no prejudice in the company."
2772,Aprendi muitas coisas referente ao excell,Falta de transparência e verdade dos superiores para com o funcionário.,"1,0",Lack of transparency and truth from superiors towards the employee.,I learned a lot of things regarding excell
2773,Oportunidade e chance de apredizando,"Falta de estrutura , treinamento","1,0","Lack of structure , training",Opportunity and opportunity to learn
2774,Organização dos setores e instalacoes da empresa,"Presao psicologica,assedio moral,onde sao exigidas metas absurdas para receber a Remuneração Variavel,e o tempo de pausa desumano onde voce possui 2 intervalos de 10 minutos para descanso e tem que fazer malabarismos para conseguir comer em 20 min. Sob pena de advadvertências ou outras Sanções disciplinares que podem gerar demissão alem da empresa descumprir a questao da carga horhorária onde deve se trabalhar 6 horas diarias,e não 6h e 20,como a empresa vem praticando","2,0","Psychological arrest, moral harassment, where absurd goals are required to receive the Variable Remuneration, and the inhuman break time where you have 2 intervals of 10 minutes to rest and have to juggle to be able to eat in 20 minutes. Under penalty of warnings or other disciplinary sanctions that may lead to dismissal, in addition to the company failing to comply with the workload issue, where you must work 6 hours a day, and not 6:20 am, as the company has been practicing",Organization of the company's sectors and facilities
2775,"trabalha por meritocracia, e o bem estar do colaborador",deficiencia em alguns gestores,"4,0",shortcomings in some managers,"works based on meritocracy, and the employee's well-being"
2776,Os colegas de trabalho e o ambiente corporativo.,A impossibilidade de crescimento e falta de transparência hierárquica.,"3,0",The impossibility of growth and lack of hierarchical transparency.,Co-workers and the corporate environment.
2777,Flexibilidade para pagamentos de horas Quando nescessario,"Falta de reconhecimento, falta de organização","4,0","Lack of recognition, lack of organization",Flexibility for hourly payments When needed
2778,de recolhecer as pessoas que realmente merecem,o cartao refeiçao ser restrito,"5,0",the meal card is restricted,to collect the people who really deserve
2779,Oportunidade de crescimento sem preconveitos,Rotatividade e falta de incentivos,"3,0",Turnover and lack of incentives,Opportunity for growth without prejudice
2780,"horário flexível, da pra conciliar com a faculdade.",pouco tempo para almoçar e muitas metas de vendas,"3,0",little time for lunch and many sales targets,"Flexible schedule, can combine with college."
2781,"Oportunidades, Compromisso, Reconhecimento",Preservar pessoas não qualificadas na empresa mesmo sabendo que não querem trabalhar mais la contaminando as pessoas que tem objetivos e desanimando as mesmas ocasionando improdutividade.,"4,0","Preserving unqualified people in the company even though they know they don't want to work there anymore, contaminating people who have goals and discouraging them, causing unproductivity.","Opportunities, Commitment, Recognition"
2782,Oportunidades de crescimento e constante aprendizado em diversas áreas profissionais.,Benefícios em alguns aspectos é abaixo do necessário.,"5,0",Benefits in some respects is below what is needed.,Opportunities for growth and constant learning in various professional areas.
2783,Ela da muita oportunidade de emprego,A contax é muito hierárquica .,"3,0",Contax is very hierarchical.,It gives a lot of job opportunities.
2784,"Ambiente de trabalho positivo, pessoas dispostas a fazer um bom trabalho.",A direção da empresa tem pouca comunicação com a base. Muitas distorções de salários ( mesma função salários diferentes),"4,0",The company's management has little communication with the base. Many salary distortions (same function different salaries),"Positive work environment, people willing to do a good job."
2785,Ótima empresa para começar a trabalhar; Oportunidade de crescimento; Ambiente positivo;,Remuneração e benefícios ruins; Atividades não estimulantes e desgastantes;,"3,0",Bad pay and benefits; Non-stimulating and exhausting activities;,Great company to start working; Opportunity for growth; Positive environment;
2786,"emprese responsável, pontual, e sabe tratar bem os funcionarios",só alimentação dos novatos q tem q se alimenta em uma maquina q nuca tem nada por conta q ele dão uma cartão q so pode usar dentro da empresa nessa maquina.,"4,0",only food for newbies who have to feed in a machine that never has anything because they give a card that can only be used within the company in that machine.,"responsible company, punctual, and knows how to treat employees well"
2787,"Oportunidade de emprego,independente do sexo, idade,religião ou opção sexual. Oportunidade de crescimento para a vida.","Reciclagem dos funcionários antigos, investindo nos seus profissionais.","4,0","Recycling old employees, investing in its professionals.","Employment opportunity, regardless of gender, age, religion or sexual orientation. Lifetime growth opportunity."
2788,O crescimento profissional. A empresa proporciona isso sim basta querer,E muito enrolada en questões administrativas,"4,0",And very involved in administrative issues,"Professional growth. The company provides this, yes, you just need to"
2789,Oportunidade Crescimento beneficios,falsas promessas e muita pressão.,"3,0",false promises and a lot of pressure.,Opportunity Growth benefits
2790,Salário sempre no primeiro dia do mês,"Falta de segurança, esquecimento total a pessoas que trabalham no turno da madrugada em aspectos do RH que não estar disponível no horário da madrugada, trabalho obrigatório nos dias de feriado ou se faltar desconta do salário também...","3,0","Lack of security, total forgetfulness of people who work the late night shift in HR aspects that are not available in the early hours, mandatory work on holidays or if there is no salary deduction too...",Salary always on the first day of the month
2791,oportunidade de crescimento profissional,Profissionais mal qualificados nos cargos hierárquicos,"4,0",Poorly qualified professionals in hierarchical positions,professional growth opportunity
2792,"Meritocracia, boas oportunidades...","Falta infra estrutura, excede processos burocráticos","4,0","Lacks infrastructure, exceeds bureaucratic processes","Meritocracy, good opportunities..."
2793,"A empresa possui sim oportunidades bacanas de crescimento, ninguém entra enganado e todos sabem que call center tem sim um nível de estresse muito alto, o que não tira a sua responsabilidade de fazer o correto e nem de buscar seu crescimento dentro da empresa.","Não existem pontos ""Negativos"" existem pontos a ""Melhorar"" assim como toda empresa.","5,0","There are no ""Negative"" points, there are points to ""Improve"" as well as any company.","The company does have great opportunities for growth, no one is mistaken and everyone knows that the call center does have a very high level of stress, which does not take away your responsibility for doing the right thing or seeking your growth within the company."
2794,Oportunidade de primeiro emprego,Muita Dificuldade de desligamento.,"3,0",Very Difficult to Shutdown.,First job opportunity
2795,Pessoas que eu fiz amizade.......,Salario pelo cargo faco pois muito stressante,"4,0",Salary for the position I do because it is very stressful,People I've made friends with......
2796,A empresa nunca deixou de cumprir com aquilo que foi previamente acordado.,"Toda vez que o comando da empresa muda, todas as diretrizes são revistas e por algumas vezes algo que tem dado certo é descontinuado.","5,0","Every time the company's command changes, all guidelines are reviewed and sometimes something that has worked is discontinued.",The company never failed to comply with what was previously agreed.
2797,"A chance de poder crescer na empresa, e de trocar de produto!","O RH que é horrível, além de serem todos enrolados, são mal educados.","3,0","The HR, which is horrible, in addition to being all wound up, are rude.","The chance to grow in the company, and to change products!"
2798,"Os estrutores são bem legais, a equipe é muito boa","Banheiros sujos, ter que trabalhar sábado e domingo","4,0","Dirty bathrooms, having to work Saturday and Sunday","The coaches are really nice, the team is really good"
2799,"O bom é que só são apenas 6h20 de trabalho , que o salario nunca atrasa , e é uma empresa limpa","O tempo curto de se alimentar , o tempo curto de descanso , as folgas qe deveriam ser sábado e domingoo ,vale alimentação é pouco","4,0","The short time to eat, the short time to rest, the days off that should be Saturday and Sunday, food allowance is little","The good thing is that there are only 6:20 hours of work, that the salary is never late, and it is a clean company"
2800,"Possibilidade de crescimento rápido, investimento nos estudos dos funcionários, horário flexível.",Imaturidade de alguns funcionarios,"5,0",Immaturity of some employees,"Possibility of rapid growth, investment in employee studies, flexible hours."
2801,"Horario flexivel, treinamento, beneficios, plano de carreira, e incentivo a graduaçao.",Colaboradores que fazem seu trabalho de má votade.,"5,0",Collaborators who do their work grudgingly.,"Flexible schedule, training, benefits, career plan, and graduation incentive."
2802,A empresa ajuda a subir lá dentro,As pausas e os líderes muitas vezes não ajudam. E o cartão alimentação mal da pra 1 mes.,"3,0",Pauses and leaders often don't help. And the food card is barely enough for 1 month.,The company helps to go up there
2803,"o tempo de trabalho mais aí não compensa porque a pressão é muito grande muita cobrança acho que nenhum, ha não tem farda é o único ponto positivo !",as metas que são desumanas o tclock que se você errar não pode corrigir tem que implorar pro supervisor que é uma pessoa imatura e totalmente despreparada concertar as fraseologias humilhantes que nos obrigam a falar coisas que esta fora do nosso controle para alcançar as metas como porcentagem de ligações repetidas isso tudo para torna impossível bater as metas o tempo de lanche que não da nem pra descer as escadas quando você esta comprando o lanche seu tempo já estourou e muito mais .!!!!!!!!,"1,0",the goals that are inhuman the tclock that if you make a mistake you can't correct it you have to beg the supervisor who is an immature and totally unprepared person to fix the humiliating phraseologies that force us to say things that are out of our control to reach the goals as a percentage of repeated calls all this to make it impossible to hit goals snack time that you can't even go down the stairs when you're buying lunch your time has run out and much more.!!!!!!!!,"the time spent working there is not worth it because the pressure is very high, a lot of pressure, I think none, there is no uniform is the only positive point !"
2804,Plano de carreira e data de pagamento sempre em dia nunca atrasa,"Inflexibilidade . forma de conduzir as medidas disciplinares , rh imcopetente ,redução de quadro de funcionário","3,0","Inflexibility . way of conducting disciplinary measures, incompetent HR, reduction of staff",Career plan and payment date always on time never late
2805,Conforto e horas de trabalho são ótimos!,"Muita pressão no Ativo, baixo salário e altamente estressante!","3,0","Lots of pressure on Asset, low pay and highly stressful!",Comfort and working hours are great!
2806,"O horário e as amizades,benefícios.","a troca de horário repentina sem avisar,os horários de pausas muito poucos,remuneração muito baixa,muita exigência para pouco salario.","2,0","the sudden change of schedule without warning, very few break times, very low remuneration, a lot of demands for little salary.","The schedule and friendships, benefits."
2807,"Flexibilidade, conhecimento, amizade","Salario, instalaçoes, alguns profissionais abusao do poder","2,0","Salary, facilities, some professionals abuse of power","Flexibility, knowledge, friendship"
2808,"Multinacional, não atrasa pagamento de salário, tem oportunidade de crescimento.",Remuneração baixa dependendo da função e da responsabilidade.,"4,0",Low pay depending on role and responsibility.,"Multinational, does not delay salary payments, has opportunity for growth."
2809,O horário é bastante flexivel,"Não reconhecimento dos funcionários, exploração dos mesmos.","1,0","Non-recognition of employees, exploitation of them.",The schedule is quite flexible
2810,Disponibilidade de horario e a carga horaria.,"salario, beneficios oferecidos pela empresa.","1,0","salary, benefits offered by the company.",Availability of hours and workload.
2811,Só as amizades e o salário qie recebo,Tudo nada presta água da pior qualidade pior gerência salario,"1,0",Everything is worthless water of the worst quality worst management salary,Just the friendships and the salary I get
2812,Os salários são pagos na data correta,"Deflatores de RV, interna no transporte, descontos absurdos","2,0","RV deflators, built-in transport, ludicrous discounts",Wages are paid on the correct date
2813,Uma unica coisa é a carga horaria,Basicamente tudo buscas por metas quaze impossiveis e exigencia,"1,0",Basically everything searches for almost impossible goals and demands,One thing is the workload
2814,O legal que a empresa em si paga pouco mas é muito correta com a data de pagamento e agradeço a contax pela experiência que tenho hj,Falta em algumas coisas organização e mas dedicação com alguns supervisores,"3,0",Some things lack organization and more dedication with some supervisors,The cool thing is that the company itself pays little but is very correct with the payment date and I thank contax for the experience I have today
2815,O salário sempre está em dia .,"Muita cobrança , ambiente sujo , tudo é motivo de advertência .","2,0","Too much demand, a dirty environment, everything is a reason for a warning.",Salary is always up to date.
2816,"Pouca coisa. Ex:carga horária,","Algumas vzs exploração ao máximo, fazem de tudo pra tirar o máximo do seu salalario","2,0","Some people exploit to the fullest, they do everything to get the most out of their salary","Little thing. E.g. workload,"
2817,"ótimas oportunidades para primeiro emprego, oportunidade de crescer na empresa.",há uma má organização e tratamento por parte da gerência.,"3,0",there is poor organization and treatment by management.,"great opportunities for first job, opportunity to grow in the company."
2818,não atrasa os pagamentos e oportunidades de crescimento .,"bom seria melhor se a empresa pagasse um pouco mais porque nosso trabalho não e fácil e é preciso todo um controle emocional pra estar ali, sem falar q as metas pode ser batidas mais nem sempre depende só do operador e uma melhoria na remuneração q quando batemos existe tanto deflator q o q você ganha as vezes nem valeu apena tanto esforço .","3,0","well, it would be better if the company paid a little more because our work is not easy and it takes a lot of emotional control to be there, not to mention that the goals can be achieved but it does not always depend only on the operator and an improvement in the remuneration that when we achieve it There are so many deflators that what you earn sometimes isn't even worth the effort.",does not delay payments and growth opportunities .
2819,"salarios nunca atrasam, dão oportunidades para muitas pessoas sem se importar com cor, raça, crença..,","maquinas e red fones quebrados, chão com muita poeira, alguns supervisores fazem pressão psicológica nos operadores,","2,0","broken machines and red phones, floor with a lot of dust, some supervisors put psychological pressure on the operators,","wages are never late, they give opportunities to many people without caring about color, race, creed...,"
2820,Oportunidade para crescimento de cargo,"Salário e benefícios, horários.","4,0","Salary and benefits, hours.",Opportunity for job growth
2821,Nenhum. A empresa somente pensa em lucro,Todos possíveis...salário baixo e pouco benefício,"1,0",All possible... low salary and little benefit,None. The company only cares about profit.
2822,"Connheci varias pessoas super legais , amigos de trabalho que levarei pro resto da minha vida","São supervisores maus educados agua pra beber amarela , pra ir ao Banheiro no maximo 2 vezes fiquei com Infecção urinaria .","2,0","They are rude supervisors yellow water to drink, to go to the bathroom a maximum of 2 times I got a urinary infection.","I met several super nice people, friends from work that I will take with me for the rest of my life."
2823,"a carga horaria que é satisfatoria, mas tambem trocam de horario sempre, sem sermos comunicados da mudanca.","Todos! Do salario, rv, pausas, formas de trabalho, pressoes o tempo todo pra vender e bater metas......","2,0","All! Salary, RV, breaks, ways of working, pressure all the time to sell and hit targets......","the workload is satisfactory, but they also change schedules all the time, without being notified of the change."
2824,horarios de trabalho que se ajustam as necessidades do funcionario,"metas absurdas, supervisores incapacitados","3,0","absurd goals, incapacitated supervisors",work schedules that adjust to the needs of the employee
2825,Dar valor realmente para quem deseja crescer dentro da empresa!!! Nunca tinha trabalhado no ramo de call center e agora estou ocupando um cargo de confiança dentro da empresa!!! Agradeço muito esta empresa pelas minhas conquistas pessoais e profissionais!!,Um ponto negativo que sempre me incomoda na empresa é a seleção externa de novos funcionários que é voltada para o emprego dos jovens e muitos desses não conhecem a realidade do mercado de trabalho de modo geral!!! Acho que a empresa deveria expor mais como o resto do mercado é diferente em questão ao contact center!!!,"5,0",A negative point that always bothers me in the company is the external selection of new employees that is focused on the employment of young people and many of these do not know the reality of the job market in general!!! I think the company should expose more how the rest of the market is different in terms of the contact center!!!,Really give value to those who want to grow within the company!!! I had never worked in the call center business before and now I am occupying a position of trust within the company!!! I really appreciate this company for my personal and professional achievements!!
2826,"Oportunidades, benefícios, salários em dia sempre, respeito.","Não encontrei ainda nada que desabone, pois na minha opinião a empresa não deixa nada a desejar.","5,0","I haven't found anything to discredit yet, because in my opinion the company leaves nothing to be desired.","Opportunities, benefits, salaries always up to date, respect."
2827,Horario que é flexível com a faculdade,"Salario baixo,estresse, desordem","1,0","Low salary, stress, disorder",Schedule that is flexible with the college
2828,Um mundo de oportunidades ser reconhecido crescimento profissional e pessoal.,"Má administração, um Rh precário que abala as outras áreas.","5,0","Bad management, a precarious Rh that undermines the other areas.",A world of opportunities to be recognized professional and personal growth.
2829,Os Beneficios são um Bom atrativo.,A não valorização do funcionário.,"4,0",The non-appreciation of the employee.,Benefits are a good draw.
2830,Reconhecimento. Oportunidade de crescimento profissional. Flexibilidade.,"Algumas políticas, como por exemplo de escalonamento de salário para promoções.","4,0","Some policies, such as salary escalation for promotions.",Recognition. Opportunity for professional growth. Flexibility.
2831,Oportunidade de carreira pelo tamanho da empresa.,Empresa não gasta para agradar o funcionário.,"4,0",Company does not spend to please the employee.,Career opportunity based on the size of the company.
2832,As pessoas e amizades feitas. Pagamento em dia,Os funcionários tem que trabalhar em funções diferentes do contratado,"1,0",Employees have to work in different functions than the contractor,The people and friendships made. Payment on day
2833,Da oportunidade de crescimento interno primeiramente e paga no dia certo.,Não existe plano de cargos e salários.,"3,0",There is no job and salary plan.,Gives the opportunity for internal growth first and pays on the right day.
2834,"a quantidade da carga horaria, apenas seis horas",salario muito baixo o tempo minimo das pausas,"3,0",very low salary minimum break time,"the amount of the hourly charge, only six hours"
2835,"Reconhecimento e valorização dos funcionários, universidade corporativa, trilha de carreira.","Por se tratar de um ramo tão dinâmico que é o de contact center, poderia se investir um pouco mais no salário.","5,0","Because it is such a dynamic field as the contact center, it could invest a little more in salary.","Recognition and appreciation of employees, corporate university, career path."
2836,ambiente de trabalho organizado e estruturado sempre pagam em dia pagam uma parcela da sua faculdade.,baixo salário metas inalcançáveis horário de almoço ou lanche muito curto.,"3,0",low salary unattainable goals lunch or snack time too short.,organized and structured work environment always pay on time they pay a portion of their college.
2837,Salários e benefícios sempre em dia e condizentes com o mercado de trabalho. Treinamentos periódicos que agregam ao currículo.,"Gestores que não conseguem absorver o conteúdo dos ótimos treinamentos oferecidos pela empresa, e acabam por serem péssimos líderes, desmotivando seus próprios subordinados.","4,0","Managers who cannot absorb the content of the excellent training offered by the company, and end up being terrible leaders, demotivating their own subordinates.",Salaries and benefits always up to date and consistent with the labor market. Periodic training that adds to the curriculum.
2838,"Gosto do horário, salário, pois eles dão muitas oportunidades para jovens que procuram o primeiro emprego",algumas áreas exigem metas quase impossíveis,"4,0",some areas require almost impossible goals,"I like the hours, salary, as they provide many opportunities for young people looking for their first job"
2839,"Respeito pelo colaborador, sempre buscam o crescimento do profissional nos feedbacks",Oportunidades variam de acordo com cada cliente.,"5,0",Opportunities vary with each client.,"Respect for the employee, always looking for professional growth in the feedbacks"
2840,Empresa com excelente estrutura para o desenvolvimento profissional do colaborador.,Salarios abaixo do mercado em diversos cargos.,"5,0",Salaries below market in many positions.,Company with excellent structure for the professional development of the employee.
2841,As oportunidades que são oferecidas.,Acumúlo de função sem remuneração devida.,"3,0",Accumulation of function without due remuneration.,The opportunities that are offered.
2842,"Horário flexível, contratação rápida e ótimo treinamento.","Falta de informação demora pra entrega de crachá, até as famosas cortas com a nome da empresa pra por no provisório não tem.","3,0","Lack of information takes a long time to deliver the badge, even the famous cuts with the company name to put on the provisional one don't have it.","Flexible schedule, quick hire and great training."
2843,Organizaçao . Pontualidade nos pagamentos .,Baixa oportunidade de plano de carreira,"4,0",Low career path opportunity,Organization . Punctuality in payments.
2844,Colegas sempre ajudando uns aos outros e local bom,"Supervisores sempre fora das ilhas , aci sempre lotado","4,0","Supervisors always off the islands, aci always crowded",Colleagues always helping each other and good place
2845,"Salario, oportunidade de crescimento na empresa",Poderiam aumentar a diversificaçao do vale refeicao/alimentacao,"4,0",They could increase the diversification of the meal/food voucher,"Salary, opportunity to grow within the company"
2846,"Entrei na contax com 18 anos. Foi meu primeiro emprego, com menos de dois anos participei de um processo seletivo para supervisor e com menos de 5 meses fui promovida novamente. A contax é uma ótima empresa e com um ótimo plano de carreira, porem infelizmente a maior parte dos funcionários entram na empresa pra pegar o beneficio ou como um extra de fim de ano. Os funcionários que fazem má fama da empresa é por que não trabalha corretamente e com seriedade, esperam colher frutos sem esforços ","A contax em modo geral é muito boa, acredito que a área de contratação precisa ser melhorada para alguns produtos, visando a qualidade e não quantidade","5,0","Contax in general is very good, I believe that the hiring area needs to be improved for some products, aiming at quality and not quantity","I joined Contax at the age of 18. It was my first job, with less than two years I participated in a selection process for supervisor and with less than 5 months I was promoted again. Contax is a great company with a great career plan, but unfortunately most employees join the company to get the benefit or as an extra at the end of the year. Employees who give the company a bad reputation is because they do not work correctly and seriously, they expect to reap fruits without efforts."
2847,"Pagam na data certa, carga horária para quem estuda é ótimo, convênio da com algumas faculdades melhor ainda.","Pressão psicóloga por metas,tempo de lanche muito pouco,pausa absurdas.","1,0","Psychological pressure for goals, very little snack time, absurd breaks.","They pay on the right date, the workload for students is great, agreements with some colleges are even better."
2848,O salário nunca atrasa  e tem oportunidades de crescimentos ,O nosso vale alimentaçao é uma vergonha.falta incentivo para os funcionários ,"3,0",Our food voucher is a disgrace. There is no incentive for employees,Salary is never late and there are opportunities for growth
2849,Não tenho problema no meu setor. Sou Assistente de Serviços Corporativos. ,A oportunidade de crescimento é mais por indicação do que competência,"3,0",The opportunity for growth is more by indication than competence,I have no problem in my industry. I'm a Corporate Services Assistant.
2850,"Trabalhamos apenas 6h20min por dia, ambiente climatizado e adequado. ","Salário injusto, pq alguns ganham mais e outros menos, Vale alimentação pouco, tudo muito repetitivo, o que se torna cansativo.","3,0","Unfair wages, because some earn more and others less, food is not enough, everything is very repetitive, which becomes tiring.","We work only 6h20min per day, air-conditioned and adequate environment."
2851,"Pagamento em dia, possibilidade de crescimento, aprendizado.",Organização e comunicação entre as áreas.,"4,0",Organization and communication between areas.,"Pay on time, possibility of growth, learning."
2852,Totalmente satisfeita.Nada a declarar,Estou satisfeita com a empresa.,"4,0",I am satisfied with the company.,Totally satisfied.Nothing to declare
2853,"Há pessoas muito legais, coordenação, supervisores, etc. ",Não tem patrulha policial noturna,"4,0",No night police patrol,"There are really nice people, coordination, supervisors, etc."
2854,Salário não atrasa nem benefícios,Exploração e pressão com funcionários,"3,0",Exploitation and pressure with employees,Salary does not delay nor benefits
2855,Só as amizades que conquistei.,"Só ao entrar por aquela porta já é negativismo, o resto nem precisa falar","1,0","Just walking through that door is already negativism, the rest goes without saying",Only the friendships I conquered.
2856,"Ambiente, horário flexível e ar condicionado em perfeita condição.",Metas que se cumpre mais não se recebe o valor exato por causa de rechamadas transferências e descontos no salário mais no rv também se faltar.,"2,0","Goals that are met but you don't receive the exact amount because of recalls, transfers and discounts on salary plus the RV if you miss it.","Environment, flexible schedule and air conditioning in perfect condition."
2857,"Paga certo ,respeito,organização",Gerencia não trata os funcionários bem,"5,0",Management does not treat employees well,"It pays right, respect, organization"
2858,"Organizada, Salários pagos no certo, possibilidades crescimento.","Burocracia, e descontos no salário.","3,0","Bureaucracy, and salary deductions.","Organized, Salaries paid on time, possibilities for growth."
2859,"Pontualidade pagamento, bom relacionamento entre os colegas (operadores, supervisão, gerencia, instrutores)","Metas para variável muitas vezes difícil de alcançar, TMA todos meses reduzidas com atendimento com clientes muitas vezes com mais de 50 linhas, ferramenta de trabalho inadequada, transferências indevidas feitas pela própria URA  de pessoas fisícas,  crescimento profissional não há,","3,0","Targets for variable often difficult to achieve, TMA every month reduced with customer service often with more than 50 lines, inadequate work tool, undue transfers made by the URA of individuals, there is no professional growth,","Punctual payment, good relationship between colleagues (operators, supervision, management, instructors)"
2860,"O trabalho e fácil, porem repetitivo ",A gestão é muito desorganizada ,"5,0",Management is very disorganized,The work is easy but repetitive
2861,Acho que o único positivo nessa empresa é que a mesma paga o salário em dia!!,"descaso com os funcionários, pressão, má remuneração, e falta de respeito diariamente!","2,0","neglect with employees, pressure, poor pay, and lack of respect on a daily basis!",I think the only positive thing about this company is that it pays the salary on time!!
2862,"Nenhum, tendo muita paciência, talvez tenha uma oportunidade de crescimento.","Manipuladora, trata seus funcionários como se fossem apenas números de PAS, visando o próprio interesse.","2,0","Manipulative, treats its employees as if they were just PAS numbers, aiming at its own interest.","None, given a lot of patience, might have an opportunity for growth."
2863,Varias coisas em geral na empresas ,Pressao e cobrança nos colaboradores ,"3,0",Pressure and demands on employees,Various things in general in companies
2864,Pontualista uma empresa seria,No momento não tenho nenhuma reclamação.,"5,0",I currently have no complaints.,Punctualist a company would be
2865,Crescimento profissional e pessoal,Baixa renumeração e beneficios,"2,0",Low pay and benefits,Professional and personal growth
2866,a oportunidade de crescimento e desenvolvimento que a empresa oferece,"a empresa ate seria uma bom lugar de se trabalhar se nao fosse a gestão incapaz de observar no operador um ser humano, somos tratados como máquina de ganhar dinheiro, não temos vida propria, temos que viver pra empresa. a coordenação e autoritária, e nos obriga a fazer coisas absurdas para conseguir bater as metas, principalmente colocando alguns operadores para atender setores diferentes do nosso. Como ja nao bastasse quando tentamos resolver alguma coisa no RH da empresa somos mal atendidos e quase sempre nao saimos com uma solução e sim com mais problemas, erros nos pagamentos dos beneficios e do proprio salario. entre outras coisas.","1,0","the company would even be a good place to work if it weren't for the management incapable of seeing a human being in the operator, we are treated like a money making machine, we don't have a life of our own, we have to live for the company. the coordination is authoritarian, and forces us to do absurd things to achieve the goals, mainly putting some operators to serve different sectors than ours. As if that wasn't enough, when we try to solve something in the company's HR, we are poorly attended and almost always we don't come out with a solution, but with more problems, errors in the payment of benefits and the salary itself. Among other things.",the opportunity for growth and development that the company offers
2867,Boa empresa para jovens talentos ,A valorização do profissional demora a vir,"3,0",The appreciation of the professional takes time to come,Good company for young talents
2868,"Flexibilidade de horário, Facilidade para o primeiro emprego","Salario baixo para função, RH sem treinamento","1,0","Low salary for the function, HR without training","Flexibility of hours, Ease for the first job"
2869,"Amigos , supervisores, o horario","pausas, salario, vale refeiçao, falta de comprometimento , interaçao","1,0","breaks, salary, meal vouchers, lack of commitment, integration","Friends, supervisors, the schedule"
2870,Só a carga horária que não é diretamente da empresa,Falta de respeito com os funcionários.,"1,0",Lack of respect for employees.,Only the workload that is not directly from the company
2871,"algumas pessoas que possivelmente ralaram pra chegar aonde chegaram, fazem valer a pena o relacionamento de supervisor e representante.","desorganização sim, parece muito bem organizado, mais existem pontos que não se enquadram como por exemplo, na pausa do representante que tem apenas, eu disse APENAS, 20 minutos para se alimentar, ir para a fila do restaurante que na maioria das vezes é terceirizado e nao capacitado para atender o representante de forma tão rápida que proporcione ao funcionário uma boa refeição, ou pelo menos com tranquilidade, quando na verdade o tempo escaço deixa a desejar a pressa que os funcionários utilizam, e outros que acabam estourando esta pausa pelo pouco tempo disponivel, um dos pontos mais negativos na minha opnião.","2,0","disorganization yes, it seems very well organized, but there are points that do not fit, for example, the rep's break that only has, I said ONLY, 20 minutes to eat, go to the queue at the restaurant, which is most often outsourced and not able to serve the representative so quickly that he provides the employee with a good meal, or at least with peace of mind, when in fact the scarce time leaves something to be desired the haste that employees use, and others who end up bursting this break for the little available time, one of the most negative points in my opinion.","some people who possibly worked hard to get where they are, make the relationship between supervisor and representative worthwhile."
2872,"A pontualidade com o salário, pois o mesmo é depositado corretamente todo mês!","Não há limpeza suficiente, pois nas operações podem ser encontrados insetos, muita sujeira","2,0","There is not enough cleaning, because in the operations insects can be found, a lot of dirt","The punctuality with the salary, because it is deposited correctly every month!"
